1,65,4.8040
1,3533,4.7264
1,3562,3.5454
1,3608,3.4910
1,141,3.3262
1,361,3.3262
1,92,3.2311
1,3829,3.1818
1,3420,3.1273
1,3734,3.0561
1,3599,2.9626
1,3387,2.9626
1,3529,2.9569
1,3405,2.9026
1,3706,2.7539
1,3403,2.6467
1,125,2.5980
1,3417,2.5980
1,3596,2.5541
1,177,2.5185
1,3503,2.5024
1,282,2.4832
1,3818,2.4728
1,163,2.4116
1,3708,2.3733
1,3699,2.3216
1,3710,2.2833
1,3495,2.2833
1,184,2.2832
1,3838,2.2832
1,3817,2.2450
1,3519,2.2450
1,3345,2.2345
1,3680,2.1550
1,270,2.1550
1,3890,2.1550
1,3407,2.1550
1,314,2.1025
1,3535,2.1025
1,3606,2.0641
1,3590,1.9742
1,3705,1.9742
1,3834,1.9742
1,3327,1.9742
1,3441,1.9742
1,33,1.9358
1,3622,1.9358
1,170,1.9358
1,3775,1.9358
1,3827,1.9358
1,3337,1.9358
1,268,1.9358
1,3700,1.8259
1,352,1.7838
1,3589,1.7550
1,16,1.7550
1,24,1.7550
1,3617,1.7550
1,39,1.7550
1,3707,1.7550
1,172,1.7550
1,3816,1.7550
1,3835,1.7550
1,3343,1.7550
1,326,1.7550
1,3937,1.7550
1,3449,1.7550
1,3490,1.7550
1,3582,1.7550
1,3329,1.7197
1,3531,1.6755
1,3530,1.6049
1,3351,1.5711
1,3354,1.5711
1,3356,1.5711
1,220,1.5711
1,3561,1.5627
1,287,1.5168
1,3472,1.5168
1,216,1.4865
1,3504,1.4865
1,3528,1.4563
1,3532,1.4230
1,3876,1.3858
1,360,1.3435
1,3591,1.3360
1,3658,1.3360
1,106,1.3360
1,3694,1.3360
1,3709,1.3360
1,3788,1.3360
1,3820,1.3360
1,3830,1.3360
1,3939,1.3360
1,366,1.3360
1,3592,1.2948
1,3704,1.2948
1,146,1.2371
1,262,1.2371
1,129,1.2076
1,12,1.2076
1,15,1.2076
1,145,1.2076
1,274,1.2076
1,27,1.2076
1,3867,1.2076
1,3614,1.2076
1,3746,1.2076
1,3369,1.2076
1,3633,1.2076
1,3379,1.2076
1,3768,1.2076
1,3515,1.2076
1,3517,1.2076
1,327,1.2076
1,3659,1.2076
1,3922,1.2076
1,3797,1.2076
1,3925,1.2076
1,217,1.2076
1,3549,1.2076
1,95,1.2076
1,3551,1.2076
1,234,1.2076
1,3436,1.2076
1,247,1.2076
1,23,1.1666
1,3771,1.1666
1,3821,1.1666
1,3831,1.1666
1,3412,1.1666
1,3567,1.1666
1,3593,1.0756
1,3625,1.0756
1,3781,1.0756
1,3805,1.0756
1,3336,1.0756
1,3342,1.0756
1,3409,1.0756
1,3928,1.0756
1,3525,1.0756
1,3586,1.0269
1,3602,1.0269
1,42,1.0269
1,3636,1.0269
1,3661,1.0269
1,3666,1.0269
1,3673,1.0269
1,112,1.0269
1,161,1.0269
1,171,1.0269
1,3760,1.0269
1,3790,1.0269
1,3795,1.0269
1,3822,1.0269
1,248,1.0269
1,3324,1.0269
1,3865,1.0269
1,3390,1.0269
1,3396,1.0269
1,3404,1.0269
1,3932,1.0269
1,351,1.0269
1,3439,1.0269
1,3444,1.0269
1,375,1.0269
1,3460,1.0269
1,3469,1.0269
1,3470,1.0269
1,3494,1.0269
1,3537,1.0269
1,3542,1.0269
1,3580,1.0269
1,3607,0.9474
1,3610,0.9474
1,32,0.9474
1,113,0.9474
1,144,0.9474
1,173,0.9474
1,3793,0.9474
1,228,0.9474
1,3812,0.9474
1,241,0.9474
1,3374,0.9474
1,313,0.9474
1,3388,0.9474
1,325,0.9474
1,329,0.9474
1,3401,0.9474
1,3437,0.9474
1,370,0.9474
1,3548,0.9474
1,3,0.7282
1,3595,0.7282
1,3597,0.7282
1,14,0.7282
1,3604,0.7282
1,3611,0.7282
1,3612,0.7282
1,3613,0.7282
1,34,0.7282
1,3618,0.7282
1,41,0.7282
1,43,0.7282
1,3628,0.7282
1,3629,0.7282
1,46,0.7282
1,3630,0.7282
1,3653,0.7282
1,3654,0.7282
1,3669,0.7282
1,3672,0.7282
1,3692,0.7282
1,3693,0.7282
1,3701,0.7282
1,3714,0.7282
1,3715,0.7282
1,3726,0.7282
1,168,0.7282
1,175,0.7282
1,178,0.7282
1,185,0.7282
1,186,0.7282
1,190,0.7282
1,3792,0.7282
1,226,0.7282
1,3824,0.7282
1,3826,0.7282
1,3828,0.7282
1,257,0.7282
1,3331,0.7282
1,3332,0.7282
1,3333,0.7282
1,3841,0.7282
1,3842,0.7282
1,3846,0.7282
1,3341,0.7282
1,3848,0.7282
1,3849,0.7282
1,3347,0.7282
1,3869,0.7282
1,304,0.7282
1,315,0.7282
